post_id,timestamp,group,text_len,has_images,durable_score,keep,reason,topics,cluster
22,"juil 12, 2025 10:02:49 am",Españoles que realmente se ayudan en Suiza,1025,1,5.42,1,informational,Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
23,"juil 13, 2025 9:45:56 am",Españoles que realmente se ayudan en Suiza,2005,1,8.68,1,informational,Swiss institutions; Health system; Swiss politics,Salud: LAMal y sistema sanitario
24,"juil 13, 2025 7:25:01 pm",Españoles que realmente se ayudan en Suiza,1297,1,6.32,1,informational,(unclassified),Miscelánea (Españoles que realmente se ayudan en Suiza)
25,"juil 18, 2025 2:59:48 pm",Españoles que realmente se ayudan en Suiza,3568,1,13.89,1,informational,Swiss institutions; Working in Switzerland; Cost of living; Swiss politics; Local rules in Geneva,Vida local: Ginebra (normas y multas)
26,"juil 19, 2025 8:10:30 am",Españoles que realmente se ayudan en Suiza,2022,1,8.74,1,informational,Working in Switzerland; Housing; Cost of living; Health system; Local rules in Geneva,Vida local: Ginebra (normas y multas)
27,"juil 21, 2025 9:13:43 am",Españoles que realmente se ayudan en Suiza,2109,1,9.03,1,informational,Working in Switzerland; Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
28,"juil 21, 2025 1:52:10 pm",Españoles que realmente se ayudan en Suiza,739,1,4.46,1,informational,Working in Switzerland; Cost of living,Vida práctica: coste de vida
29,"juil 23, 2025 7:56:01 am",Españoles que realmente se ayudan en Suiza,1131,1,5.77,1,informational,Local rules in Geneva; Community life; Events and culture,Vida local: Ginebra (normas y multas)
30,"juil 23, 2025 11:31:03 am",Españoles que realmente se ayudan en Suiza,2221,1,9.40,1,informational,Housing; Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
31,"juil 23, 2025 6:14:48 pm",Españoles que realmente se ayudan en Suiza,1485,1,6.95,1,informational,Swiss politics; Community life,Sistema suizo: política y democracia directa
32,"juil 23, 2025 11:06:01 pm",Españoles que realmente se ayudan en Suiza,1507,1,7.02,1,informational,(unclassified),Miscelánea (Españoles que realmente se ayudan en Suiza)
33,"juil 23, 2025 11:06:04 pm",Punto de encuentro: Suiza,1506,1,7.02,1,informational,(unclassified),Miscelánea (Punto de encuentro: Suiza)
34,"juil 24, 2025 7:50:02 am",Españoles que realmente se ayudan en Suiza,2042,1,8.81,1,informational,Local rules in Geneva; Community life; Events and culture,Vida local: Ginebra (normas y multas)
35,"juil 24, 2025 1:41:32 pm",EspaÑoles en Ginebra,1905,1,8.35,1,informational,Swiss institutions; Local rules in Geneva,Vida local: Ginebra (normas y multas)
36,"juil 24, 2025 1:41:35 pm",EspaÑoles en Ginebra,2011,1,8.70,1,informational,Local rules in Geneva; Community life; Events and culture,Vida local: Ginebra (normas y multas)
37,"juil 24, 2025 5:23:10 pm",EspaÑoles en Ginebra,2240,1,9.47,1,informational,Housing; Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
38,"juil 24, 2025 5:55:01 pm",Españoles que realmente se ayudan en Suiza,1856,1,8.19,1,informational,Events and culture,Vida local: eventos y cultura
39,"juil 24, 2025 11:34:38 pm",EspaÑoles en Ginebra,4251,1,16.17,1,informational,Swiss institutions; Immigration and permits; Working in Switzerland; Housing; Local rules in Geneva; Community life; Events and culture,Vida local: Ginebra (normas y multas)
40,"juil 25, 2025 6:45:02 am",Españoles que realmente se ayudan en Suiza,1616,1,7.39,1,informational,Housing; Local rules in Geneva,Vida local: Ginebra (normas y multas)
41,"juil 25, 2025 7:34:04 am",EspaÑoles en Ginebra,3451,1,13.50,1,informational,Swiss institutions; Immigration and permits; Working in Switzerland; Cost of living; Health system; Local rules in Geneva,Vida local: Ginebra (normas y multas)
42,"juil 25, 2025 8:18:36 am",EspaÑoles en Ginebra,1931,1,8.44,1,informational,Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
43,"juil 25, 2025 11:43:55 am",EspaÑoles en Ginebra,2636,1,10.79,1,informational,Immigration and permits; Working in Switzerland; Health system; Local rules in Geneva,Vida local: Ginebra (normas y multas)
44,"juil 25, 2025 5:50:02 pm",EspaÑoles en Ginebra,1618,1,7.39,1,informational,Housing; Local rules in Geneva,Vida local: Ginebra (normas y multas)
45,"juil 25, 2025 6:17:16 pm",Españoles que realmente se ayudan en Suiza,1763,1,7.88,1,informational,(unclassified),Miscelánea (Españoles que realmente se ayudan en Suiza)
46,"juil 25, 2025 6:17:20 pm",Punto de encuentro: Suiza,1820,1,8.07,1,informational,(unclassified),Miscelánea (Punto de encuentro: Suiza)
47,"juil 25, 2025 6:20:01 pm",Españoles que realmente se ayudan en Suiza,1887,1,8.29,1,informational,Swiss institutions; Local rules in Geneva,Vida local: Ginebra (normas y multas)
48,"juil 26, 2025 8:40:02 am",EspaÑoles en Ginebra,1932,1,8.44,1,informational,Working in Switzerland; Local rules in Geneva,Vida local: Ginebra (normas y multas)
49,"juil 26, 2025 1:53:16 pm",EspaÑoles en Ginebra,810,1,4.70,1,informational,Immigration and permits; Housing; Cost of living; Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
50,"juil 26, 2025 1:53:18 pm",Españoles que realmente se ayudan en Suiza,810,1,4.70,1,informational,Immigration and permits; Housing; Cost of living; Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
51,"juil 26, 2025 1:53:35 pm",Punto de encuentro: Suiza,810,1,4.70,1,informational,Immigration and permits; Housing; Cost of living; Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
52,"juil 26, 2025 4:09:28 pm",EspaÑoles en Ginebra,888,1,4.96,1,informational,Immigration and permits; Working in Switzerland; Local rules in Geneva; Community life; Events and culture,Vida local: Ginebra (normas y multas)
53,"juil 26, 2025 4:43:46 pm",EspaÑoles en Ginebra,429,0,3.43,1,informational,(unclassified),Miscelánea (EspaÑoles en Ginebra)
54,"juil 26, 2025 5:35:01 pm",EspaÑoles en Ginebra,2272,1,9.57,1,informational,Local rules in Geneva,Vida local: Ginebra (normas y multas)
55,"juil 27, 2025 8:17:59 am",Españoles que realmente se ayudan en Suiza,1630,1,7.43,1,informational,Events and culture,Vida local: eventos y cultura
56,"juil 27, 2025 9:53:55 am",Punto de encuentro: Suiza,1962,1,8.54,1,informational,Swiss institutions; Local rules in Geneva; Fraud alerts,Alertas: fraudes y estafas
57,"juil 27, 2025 10:29:36 am",EspaÑoles en Ginebra,2625,1,10.75,1,informational,Immigration and permits; Working in Switzerland; Housing; Health system; Local rules in Geneva,Vida local: Ginebra (normas y multas)
58,"juil 27, 2025 12:53:39 pm",Españoles que realmente se ayudan en Suiza,710,1,4.37,1,informational,Health system,Salud: LAMal y sistema sanitario
59,"juil 27, 2025 12:54:15 pm",Punto de encuentro: Suiza,710,1,4.37,1,informational,Health system,Salud: LAMal y sistema sanitario
60,"juil 27, 2025 5:50:00 pm",EspaÑoles en Ginebra,2003,1,8.68,1,informational,Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
61,"juil 28, 2025 10:34:03 am",Españoles que realmente se ayudan en Suiza,1482,1,6.94,1,informational,Health system,Salud: LAMal y sistema sanitario
62,"juil 28, 2025 10:34:06 am",EspaÑoles en Ginebra,1482,1,6.94,1,informational,Health system,Salud: LAMal y sistema sanitario
63,"juil 28, 2025 10:34:12 am",Punto de encuentro: Suiza,1482,1,6.94,1,informational,Health system,Salud: LAMal y sistema sanitario
64,"juil 28, 2025 5:50:26 pm",EspaÑoles en Ginebra,2034,1,8.78,1,informational,Working in Switzerland; Housing; Local rules in Geneva; Fraud alerts,Alertas: fraudes y estafas
65,"juil 28, 2025 8:36:51 pm",Españoles que realmente se ayudan en Suiza,1029,1,5.43,1,informational,Swiss institutions; Community life; Events and culture,Vida local: eventos y cultura
66,"juil 28, 2025 8:36:54 pm",Punto de encuentro: Suiza,1027,1,5.42,1,informational,Swiss institutions; Community life; Events and culture,Vida local: eventos y cultura
67,"juil 29, 2025 2:53:37 am",Punto de encuentro: Suiza,2052,1,8.84,1,informational,Swiss institutions; Health system; Fraud alerts; Events and culture,Alertas: fraudes y estafas
68,"juil 29, 2025 6:52:14 am",Españoles que realmente se ayudan en Suiza,2052,1,8.84,1,informational,Swiss institutions; Health system; Fraud alerts; Events and culture,Alertas: fraudes y estafas
69,"juil 29, 2025 9:27:12 am",Españoles que realmente se ayudan en Suiza,2372,1,9.91,1,informational,Swiss institutions; Immigration and permits; Working in Switzerland; Housing; Events and culture,Trámites: permisos y residencia
70,"juil 29, 2025 9:27:15 am",Punto de encuentro: Suiza,2372,1,9.91,1,informational,Swiss institutions; Immigration and permits; Working in Switzerland; Housing; Events and culture,Trámites: permisos y residencia
71,"juil 29, 2025 1:28:26 pm",EspaÑoles en Ginebra,1868,1,8.23,1,informational,Swiss institutions; Working in Switzerland; Health system; Local rules in Geneva,Vida local: Ginebra (normas y multas)
72,"juil 29, 2025 5:35:10 pm",Españoles que realmente se ayudan en Suiza,2445,1,10.15,1,informational,Immigration and permits; Health system; Community life,Trámites: permisos y residencia
73,"juil 29, 2025 5:35:15 pm",EspaÑoles en Ginebra,2498,1,10.33,1,informational,Immigration and permits; Health system; Community life,Trámites: permisos y residencia
74,"juil 29, 2025 5:35:23 pm",Punto de encuentro: Suiza,2468,1,10.23,1,informational,Immigration and permits; Health system; Community life,Trámites: permisos y residencia
75,"juil 30, 2025 7:04:06 am",EspaÑoles en Ginebra,1987,1,8.62,1,informational,Immigration and permits; Working in Switzerland; Health system; Community life,Trámites: permisos y residencia
76,"juil 30, 2025 7:25:01 am",EspaÑoles en Ginebra,2796,1,11.32,1,informational,Swiss institutions; Housing; Local rules in Geneva,Vida local: Ginebra (normas y multas)
77,"juil 30, 2025 11:26:27 am",EspaÑoles en Ginebra,1567,1,7.22,1,informational,Housing; Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
78,"juil 30, 2025 12:10:01 pm",Españoles que realmente se ayudan en Suiza,2731,1,11.10,1,informational,Immigration and permits; Housing; Health system; Community life,Trámites: permisos y residencia
79,"juil 30, 2025 12:10:02 pm",EspaÑoles en Ginebra,2731,1,11.10,1,informational,Immigration and permits; Housing; Health system; Community life,Trámites: permisos y residencia
80,"juil 30, 2025 12:10:03 pm",Punto de encuentro: Suiza,2731,1,11.10,1,informational,Immigration and permits; Housing; Health system; Community life,Trámites: permisos y residencia
81,"juil 30, 2025 3:25:14 pm",EspaÑoles en Ginebra,724,1,4.41,1,informational,Working in Switzerland; Health system; Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
82,"juil 30, 2025 6:45:01 pm",Españoles que realmente se ayudan en Suiza,2321,1,9.74,1,informational,Immigration and permits; Working in Switzerland; Housing; Health system,Trámites: permisos y residencia
83,"juil 30, 2025 6:45:03 pm",Punto de encuentro: Suiza,2321,1,9.74,1,informational,Immigration and permits; Working in Switzerland; Housing; Health system,Trámites: permisos y residencia
84,"juil 30, 2025 6:45:03 pm",EspaÑoles en Ginebra,2321,1,9.74,1,informational,Immigration and permits; Working in Switzerland; Housing; Health system,Trámites: permisos y residencia
85,"juil 30, 2025 9:52:47 pm",EspaÑoles en Ginebra,57,0,0.19,0,low-density,Local rules in Geneva,Vida local: Ginebra (normas y multas)
86,"juil 31, 2025 7:25:02 am",Españoles que realmente se ayudan en Suiza,4329,1,16.43,1,informational,Swiss institutions; Immigration and permits; Working in Switzerland; Health system; Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
87,"juil 31, 2025 7:25:03 am",Punto de encuentro: Suiza,4285,1,16.28,1,informational,Swiss institutions; Immigration and permits; Working in Switzerland; Health system; Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
88,"juil 31, 2025 7:25:03 am",EspaÑoles en Ginebra,4285,1,16.28,1,informational,Swiss institutions; Immigration and permits; Working in Switzerland; Health system; Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
89,"juil 31, 2025 12:18:42 pm",Españoles que realmente se ayudan en Suiza,1505,1,7.02,1,informational,(unclassified),Miscelánea (Españoles que realmente se ayudan en Suiza)
90,"juil 31, 2025 12:20:19 pm",Punto de encuentro: Suiza,1505,1,7.02,1,informational,(unclassified),Miscelánea (Punto de encuentro: Suiza)
91,"juil 31, 2025 3:26:30 pm",Españoles que realmente se ayudan en Suiza,42,1,0.14,0,low-density,Community life,Comunidad: vida del grupo
92,"juil 31, 2025 6:20:02 pm",Españoles que realmente se ayudan en Suiza,3003,1,12.01,1,informational,Immigration and permits; Working in Switzerland; Community life,Trámites: permisos y residencia
93,"juil 31, 2025 6:20:03 pm",EspaÑoles en Ginebra,3003,1,12.01,1,informational,Immigration and permits; Working in Switzerland; Community life,Trámites: permisos y residencia
94,"juil 31, 2025 6:20:05 pm",Punto de encuentro: Suiza,3003,1,12.01,1,informational,Immigration and permits; Working in Switzerland; Community life,Trámites: permisos y residencia
95,"août 01, 2025 7:15:02 am",Españoles que realmente se ayudan en Suiza,2052,1,8.84,1,informational,Swiss institutions; Working in Switzerland; Health system; Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
96,"août 01, 2025 7:15:03 am",Punto de encuentro: Suiza,2052,1,8.84,1,informational,Swiss institutions; Working in Switzerland; Health system; Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
97,"août 01, 2025 7:15:04 am",EspaÑoles en Ginebra,2052,1,8.84,1,informational,Swiss institutions; Working in Switzerland; Health system; Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
98,"août 01, 2025 12:33:48 pm",Españoles que realmente se ayudan en Suiza,2025,1,8.75,1,informational,Community life,Comunidad: vida del grupo
99,"août 01, 2025 5:55:02 pm",Españoles que realmente se ayudan en Suiza,1573,1,7.24,1,informational,Swiss institutions; Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
100,"août 01, 2025 5:55:03 pm",Punto de encuentro: Suiza,1573,1,7.24,1,informational,Swiss institutions; Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
101,"août 01, 2025 5:55:03 pm",EspaÑoles en Ginebra,1573,1,7.24,1,informational,Swiss institutions; Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
102,"août 01, 2025 6:20:23 pm",EspaÑoles en Ginebra,1358,1,6.53,1,informational,Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
103,"août 02, 2025 7:05:02 am",EspaÑoles en Ginebra,1678,1,7.59,1,informational,Working in Switzerland; Health system; Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
104,"août 02, 2025 7:21:41 am",Españoles que realmente se ayudan en Suiza,1834,1,8.11,1,informational,(unclassified),Miscelánea (Españoles que realmente se ayudan en Suiza)
105,"août 02, 2025 12:58:13 pm",EspaÑoles en Ginebra,2354,1,9.85,1,informational,Cost of living; Health system; Local rules in Geneva; Fraud alerts; Events and culture,Alertas: fraudes y estafas
106,"août 02, 2025 6:25:03 pm",EspaÑoles en Ginebra,1787,1,7.96,1,informational,Working in Switzerland; Housing; Cost of living; Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
107,"août 02, 2025 7:35:40 pm",EspaÑoles en Ginebra,2451,1,10.17,1,informational,Local rules in Geneva,Vida local: Ginebra (normas y multas)
108,"août 03, 2025 6:42:22 am",Españoles que realmente se ayudan en Suiza,2008,1,8.69,1,informational,Swiss institutions; Health system,Salud: LAMal y sistema sanitario
109,"août 03, 2025 7:05:01 am",EspaÑoles en Ginebra,1603,1,7.34,1,informational,Swiss institutions; Housing; Local rules in Geneva; Fraud alerts; Community life,Alertas: fraudes y estafas
110,"août 03, 2025 12:16:28 pm",EspaÑoles en Ginebra,1968,1,8.56,1,informational,Working in Switzerland; Health system; Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
111,"août 03, 2025 7:15:03 pm",EspaÑoles en Ginebra,1157,1,5.86,1,informational,Events and culture,Vida local: eventos y cultura
112,"août 04, 2025 7:05:01 am",EspaÑoles en Ginebra,952,1,5.17,1,informational,Housing; Local rules in Geneva,Vida local: Ginebra (normas y multas)
113,"août 04, 2025 7:16:29 am",Españoles que realmente se ayudan en Suiza,2381,1,9.94,1,informational,Swiss institutions; Health system,Salud: LAMal y sistema sanitario
114,"août 04, 2025 12:17:42 pm",EspaÑoles en Ginebra,1999,1,8.66,1,informational,Cost of living; Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
115,"août 04, 2025 5:50:01 pm",EspaÑoles en Ginebra,1156,1,5.85,1,informational,Housing,Vivienda: alquiler y contratos
116,"août 04, 2025 7:33:41 pm",Españoles que realmente se ayudan en Suiza,1297,1,6.32,1,informational,Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
117,"août 05, 2025 7:25:02 am",EspaÑoles en Ginebra,1324,1,6.41,1,informational,Cost of living; Local rules in Geneva,Vida local: Ginebra (normas y multas)
118,"août 05, 2025 5:10:04 pm",EspaÑoles en Ginebra,1410,1,6.70,1,informational,Immigration and permits; Cost of living; Local rules in Geneva,Vida local: Ginebra (normas y multas)
119,"août 06, 2025 4:54:19 am",Españoles que realmente se ayudan en Suiza,3125,1,12.42,1,informational,Swiss institutions; Immigration and permits; Working in Switzerland; Health system,Trámites: permisos y residencia
120,"août 06, 2025 4:54:23 am",Punto de encuentro: Suiza,3103,1,12.34,1,informational,Swiss institutions; Immigration and permits; Working in Switzerland; Health system,Trámites: permisos y residencia
121,"août 06, 2025 5:06:07 am",EspaÑoles en Ginebra,2232,1,9.44,1,informational,Local rules in Geneva; Community life; Events and culture,Vida local: Ginebra (normas y multas)
122,"août 06, 2025 6:59:01 am",EspaÑoles en Ginebra,1440,1,6.80,1,informational,Housing; Fraud alerts,Alertas: fraudes y estafas
123,"août 06, 2025 7:12:54 am",Españoles que realmente se ayudan en Suiza,1339,1,6.46,1,informational,Swiss politics,Sistema suizo: política y democracia directa
124,"août 06, 2025 7:51:52 am",EspaÑoles en Ginebra,3719,0,14.40,1,informational,Swiss institutions; Working in Switzerland,"Trabajo: empleo, contratos y derechos"
125,"août 06, 2025 5:43:21 pm",EspaÑoles en Ginebra,1213,1,6.04,1,informational,Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
126,"août 07, 2025 4:18:42 am",EspaÑoles en Ginebra,1353,1,6.51,1,informational,Immigration and permits; Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
127,"août 07, 2025 10:12:25 am",EspaÑoles en Ginebra,19,1,0.06,0,low-density,(unclassified),Miscelánea (EspaÑoles en Ginebra)
128,"août 07, 2025 6:59:52 pm",EspaÑoles en Ginebra,1374,1,6.58,1,informational,Housing; Local rules in Geneva,Vida local: Ginebra (normas y multas)
129,"août 08, 2025 7:45:47 pm",EspaÑoles en Ginebra,1439,1,6.80,1,informational,Immigration and permits; Working in Switzerland; Housing; Cost of living; Local rules in Geneva,Vida local: Ginebra (normas y multas)
130,"août 09, 2025 6:10:56 am",EspaÑoles en Ginebra,1280,1,6.27,1,informational,Immigration and permits; Working in Switzerland; Housing; Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
131,"août 10, 2025 11:32:39 am",Españoles que realmente se ayudan en Suiza,1529,1,7.10,1,informational,Immigration and permits; Local rules in Geneva,Vida local: Ginebra (normas y multas)
132,"août 10, 2025 11:32:43 am",Punto de encuentro: Suiza,1525,1,7.08,1,informational,Immigration and permits; Local rules in Geneva,Vida local: Ginebra (normas y multas)
133,"août 11, 2025 4:52:02 pm",EspaÑoles en Ginebra,1458,1,6.86,1,informational,Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
134,"août 12, 2025 10:26:17 am",EspaÑoles en Ginebra,1292,1,6.31,1,informational,Immigration and permits; Housing; Local rules in Geneva,Vida local: Ginebra (normas y multas)
135,"août 12, 2025 11:05:32 am",Españoles que realmente se ayudan en Suiza,1281,1,6.27,1,informational,Working in Switzerland; Health system; Local rules in Geneva,Vida local: Ginebra (normas y multas)
136,"août 12, 2025 1:56:19 pm",EspaÑoles en Ginebra,996,1,5.32,1,informational,Immigration and permits; Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
137,"août 12, 2025 2:14:13 pm",Españoles que realmente se ayudan en Suiza,1976,1,8.59,1,informational,Immigration and permits; Working in Switzerland; Health system; Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
138,"août 12, 2025 2:14:18 pm",EspaÑoles en Ginebra,1962,1,8.54,1,informational,Immigration and permits; Working in Switzerland; Health system; Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
139,"août 12, 2025 2:14:24 pm",Punto de encuentro: Suiza,1962,1,8.54,1,informational,Immigration and permits; Working in Switzerland; Health system; Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
140,"août 12, 2025 6:53:56 pm",EspaÑoles en Ginebra,1255,1,6.18,1,informational,Working in Switzerland; Health system; Local rules in Geneva,Vida local: Ginebra (normas y multas)
141,"août 13, 2025 7:27:53 am",EspaÑoles en Ginebra,1362,1,6.54,1,informational,Working in Switzerland; Housing; Local rules in Geneva,Vida local: Ginebra (normas y multas)
142,"août 13, 2025 1:21:42 pm",Españoles que realmente se ayudan en Suiza,1208,1,6.03,1,informational,Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
143,"août 13, 2025 1:21:46 pm",Punto de encuentro: Suiza,1082,1,5.61,1,informational,Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
144,"août 14, 2025 7:32:51 am",EspaÑoles en Ginebra,1312,1,6.37,1,informational,Immigration and permits; Working in Switzerland; Cost of living; Local rules in Geneva,Vida local: Ginebra (normas y multas)
145,"août 15, 2025 7:25:49 am",EspaÑoles en Ginebra,1244,1,6.15,1,informational,Swiss institutions; Immigration and permits; Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
146,"août 16, 2025 8:29:07 am",EspaÑoles en Ginebra,1162,1,5.87,1,informational,Immigration and permits; Working in Switzerland; Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
147,"août 17, 2025 8:36:08 am",EspaÑoles en Ginebra,1170,1,5.90,1,informational,Swiss institutions; Immigration and permits; Housing; Cost of living; Local rules in Geneva,Vida local: Ginebra (normas y multas)
148,"août 17, 2025 4:37:28 pm",Españoles que realmente se ayudan en Suiza,745,1,4.48,1,informational,(unclassified),Miscelánea (Españoles que realmente se ayudan en Suiza)
149,"août 17, 2025 7:45:01 pm",EspaÑoles en Ginebra,1796,1,7.99,1,informational,Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
150,"août 18, 2025 7:15:01 am",Españoles que realmente se ayudan en Suiza,2764,1,11.21,1,informational,Immigration and permits; Working in Switzerland; Events and culture,Trámites: permisos y residencia
151,"août 18, 2025 7:25:01 am",EspaÑoles en Ginebra,1306,1,6.35,1,informational,Immigration and permits; Working in Switzerland; Housing; Local rules in Geneva; Community life; Events and culture,Vida local: Ginebra (normas y multas)
152,"août 18, 2025 9:41:19 am",EspaÑoles en Ginebra,1819,1,8.06,1,informational,Swiss institutions; Health system; Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
153,"août 18, 2025 9:41:21 am",Españoles que realmente se ayudan en Suiza,1816,1,8.05,1,informational,Swiss institutions; Health system; Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
154,"août 18, 2025 11:40:42 am",EspaÑoles en Ginebra,252,1,0.84,0,low-density,Local rules in Geneva,Vida local: Ginebra (normas y multas)
155,"août 18, 2025 7:35:02 pm",EspaÑoles en Ginebra,1002,1,5.34,1,informational,Local rules in Geneva,Vida local: Ginebra (normas y multas)
156,"août 19, 2025 7:18:04 am",EspaÑoles en Ginebra,1398,1,6.66,1,informational,Swiss institutions; Immigration and permits; Working in Switzerland; Housing; Cost of living; Local rules in Geneva,Vida local: Ginebra (normas y multas)
157,"août 19, 2025 7:20:01 am",Españoles que realmente se ayudan en Suiza,1114,1,5.71,1,informational,Swiss institutions; Local rules in Geneva,Vida local: Ginebra (normas y multas)
158,"août 19, 2025 5:55:02 pm",EspaÑoles en Ginebra,1185,1,5.95,1,informational,Local rules in Geneva,Vida local: Ginebra (normas y multas)
159,"août 20, 2025 7:18:02 am",Españoles que realmente se ayudan en Suiza,2106,1,9.02,1,informational,Local rules in Geneva,Vida local: Ginebra (normas y multas)
160,"août 20, 2025 7:34:01 am",EspaÑoles en Ginebra,1403,1,6.68,1,informational,Housing; Cost of living; Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
161,"août 20, 2025 12:40:57 pm",EspaÑoles en Ginebra,435,0,1.45,0,low-density,Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
162,"août 20, 2025 6:40:01 pm",EspaÑoles en Ginebra,1513,1,7.04,1,informational,Local rules in Geneva,Vida local: Ginebra (normas y multas)
163,"août 21, 2025 7:10:01 am",EspaÑoles en Ginebra,1312,1,6.37,1,informational,Swiss institutions; Housing; Cost of living; Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
164,"août 21, 2025 8:10:01 am",Españoles que realmente se ayudan en Suiza,1946,1,8.49,1,informational,Working in Switzerland; Swiss politics; Local rules in Geneva,Vida local: Ginebra (normas y multas)
165,"août 21, 2025 1:05:03 pm",EspaÑoles en Ginebra,1377,1,6.59,1,informational,Health system; Events and culture,Salud: LAMal y sistema sanitario
166,"août 22, 2025 7:20:00 am",EspaÑoles en Ginebra,1361,1,6.54,1,informational,Swiss institutions; Immigration and permits; Working in Switzerland; Cost of living; Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
167,"août 22, 2025 8:05:04 am",Españoles que realmente se ayudan en Suiza,2079,1,8.93,1,informational,(unclassified),Miscelánea (Españoles que realmente se ayudan en Suiza)
168,"août 22, 2025 3:38:39 pm",EspaÑoles en Ginebra,706,1,4.35,1,informational,Local rules in Geneva,Vida local: Ginebra (normas y multas)
169,"août 23, 2025 7:15:01 am",EspaÑoles en Ginebra,1202,1,6.01,1,informational,Working in Switzerland; Housing; Cost of living; Local rules in Geneva,Vida local: Ginebra (normas y multas)
170,"août 23, 2025 8:15:01 am",Españoles que realmente se ayudan en Suiza,1610,1,7.37,1,informational,Working in Switzerland; Health system; Events and culture,Salud: LAMal y sistema sanitario
171,"août 23, 2025 1:45:01 pm",EspaÑoles en Ginebra,1828,1,8.09,1,informational,Working in Switzerland; Local rules in Geneva,Vida local: Ginebra (normas y multas)
172,"août 24, 2025 7:39:23 am",Españoles que realmente se ayudan en Suiza,1528,1,7.09,1,informational,Local rules in Geneva,Vida local: Ginebra (normas y multas)
173,"août 24, 2025 8:05:01 am",EspaÑoles en Ginebra,1278,1,6.26,1,informational,Swiss institutions; Housing; Cost of living; Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
174,"août 25, 2025 7:15:01 am",EspaÑoles en Ginebra,1302,1,6.34,1,informational,Swiss institutions; Immigration and permits; Housing; Cost of living; Health system; Local rules in Geneva,Vida local: Ginebra (normas y multas)
175,"août 25, 2025 3:26:40 pm",EspaÑoles en Ginebra,1431,1,6.77,1,informational,Local rules in Geneva,Vida local: Ginebra (normas y multas)
176,"août 25, 2025 7:45:08 pm",Españoles que realmente se ayudan en Suiza,23,0,0.08,0,low-density,(unclassified),Miscelánea (Españoles que realmente se ayudan en Suiza)
177,"août 25, 2025 7:45:12 pm",Punto de encuentro: Suiza,23,0,0.08,0,low-density,(unclassified),Miscelánea (Punto de encuentro: Suiza)
178,"août 26, 2025 7:25:01 am",EspaÑoles en Ginebra,1372,1,6.57,1,informational,Swiss institutions; Immigration and permits; Cost of living; Local rules in Geneva,Vida local: Ginebra (normas y multas)
179,"août 26, 2025 5:25:07 pm",EspaÑoles en Ginebra,1305,1,6.35,1,informational,Local rules in Geneva,Vida local: Ginebra (normas y multas)
