post_id,timestamp,group,text_len,has_images,durable_score,keep,reason,topics,cluster
180,"août 27, 2025 7:05:01 am",EspaÑoles en Ginebra,1254,1,6.18,1,informational,Immigration and permits; Working in Switzerland; Housing; Cost of living; Health system; Local rules in Geneva,Vida local: Ginebra (normas y multas)
181,"août 27, 2025 10:55:01 am",Españoles que realmente se ayudan en Suiza,1372,1,6.57,1,informational,Working in Switzerland,"Trabajo: empleo, contratos y derechos"
182,"août 27, 2025 5:20:29 pm",EspaÑoles en Ginebra,1481,1,6.94,1,informational,Local rules in Geneva,Vida local: Ginebra (normas y multas)
183,"août 28, 2025 7:40:22 am",Españoles que realmente se ayudan en Suiza,1726,1,7.75,1,informational,Swiss politics; Local rules in Geneva,Vida local: Ginebra (normas y multas)
184,"août 28, 2025 7:55:01 am",EspaÑoles en Ginebra,1534,1,7.11,1,informational,Working in Switzerland; Housing; Cost of living; Local rules in Geneva; Community life; Events and culture,Vida local: Ginebra (normas y multas)
185,"août 28, 2025 5:10:02 pm",EspaÑoles en Ginebra,1469,1,6.90,1,informational,Local rules in Geneva,Vida local: Ginebra (normas y multas)
186,"août 29, 2025 7:50:01 am",EspaÑoles en Ginebra,891,1,4.97,1,informational,Immigration and permits; Housing; Cost of living; Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
187,"août 29, 2025 8:25:04 am",Españoles que realmente se ayudan en Suiza,1469,1,6.90,1,informational,Housing,Vivienda: alquiler y contratos
188,"août 29, 2025 5:20:01 pm",EspaÑoles en Ginebra,1269,1,6.23,1,informational,Local rules in Geneva,Vida local: Ginebra (normas y multas)
189,"août 30, 2025 8:55:00 am",EspaÑoles en Ginebra,765,1,4.55,1,informational,Immigration and permits; Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
190,"août 30, 2025 9:06:17 am",Españoles que realmente se ayudan en Suiza,2034,1,8.78,1,informational,Swiss institutions; Immigration and permits; Housing,Trámites: permisos y residencia
191,"août 30, 2025 4:50:01 pm",EspaÑoles en Ginebra,1205,1,6.02,1,informational,Local rules in Geneva,Vida local: Ginebra (normas y multas)
192,"août 30, 2025 4:55:01 pm",Españoles que realmente se ayudan en Suiza,1576,1,7.25,1,informational,Local rules in Geneva,Vida local: Ginebra (normas y multas)
193,"août 31, 2025 7:55:02 am",Españoles que realmente se ayudan en Suiza,2867,1,11.56,1,informational,Swiss institutions; Immigration and permits; Working in Switzerland; Housing; Health system; Local rules in Geneva,Vida local: Ginebra (normas y multas)
194,"août 31, 2025 8:55:01 am",EspaÑoles en Ginebra,1277,1,6.26,1,informational,Immigration and permits; Cost of living; Local rules in Geneva,Vida local: Ginebra (normas y multas)
195,"août 31, 2025 1:58:10 pm",EspaÑoles en Ginebra,1557,1,7.19,1,informational,Local rules in Geneva,Vida local: Ginebra (normas y multas)
196,"août 31, 2025 5:40:01 pm",Españoles que realmente se ayudan en Suiza,1451,1,6.84,1,informational,Cost of living; Health system; Community life,Salud: LAMal y sistema sanitario
197,"sep 01, 2025 7:25:00 am",EspaÑoles en Ginebra,1283,1,6.28,1,informational,Swiss institutions; Housing; Cost of living; Local rules in Geneva,Vida local: Ginebra (normas y multas)
198,"sep 01, 2025 8:05:01 am",Españoles que realmente se ayudan en Suiza,993,1,5.31,1,informational,(unclassified),Miscelánea (Españoles que realmente se ayudan en Suiza)
199,"sep 01, 2025 12:20:01 pm",EspaÑoles en Ginebra,1464,1,6.88,1,informational,Working in Switzerland; Housing; Local rules in Geneva,Vida local: Ginebra (normas y multas)
200,"sep 01, 2025 5:50:06 pm",Españoles que realmente se ayudan en Suiza,1509,1,7.03,1,informational,Health system; Local rules in Geneva,Vida local: Ginebra (normas y multas)
201,"sep 01, 2025 5:55:00 pm",EspaÑoles en Ginebra,1397,1,6.66,1,informational,Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
202,"sep 02, 2025 7:40:01 am",EspaÑoles en Ginebra,1380,1,6.60,1,informational,Immigration and permits; Housing; Cost of living; Local rules in Geneva; Community life; Events and culture,Vida local: Ginebra (normas y multas)
203,"sep 02, 2025 2:04:30 pm",Españoles que realmente se ayudan en Suiza,1603,1,7.34,1,informational,Swiss institutions; Health system; Swiss politics,Salud: LAMal y sistema sanitario
204,"sep 02, 2025 6:55:01 pm",EspaÑoles en Ginebra,1899,1,8.33,1,informational,Swiss institutions; Local rules in Geneva,Vida local: Ginebra (normas y multas)
205,"sep 03, 2025 7:25:02 am",EspaÑoles en Ginebra,1313,1,6.38,1,informational,Swiss institutions; Housing; Community life; Events and culture,Vivienda: alquiler y contratos
206,"sep 03, 2025 5:45:02 pm",EspaÑoles en Ginebra,1161,1,5.87,1,informational,Local rules in Geneva,Vida local: Ginebra (normas y multas)
207,"sep 04, 2025 7:35:01 am",EspaÑoles en Ginebra,1169,1,5.90,1,informational,Housing; Cost of living; Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
208,"sep 04, 2025 4:46:06 pm",Españoles que realmente se ayudan en Suiza,3391,1,13.30,1,informational,Swiss politics,Sistema suizo: política y democracia directa
209,"sep 04, 2025 6:26:37 pm",EspaÑoles en Ginebra,1055,1,5.52,1,informational,Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
210,"sep 05, 2025 7:21:46 am",Españoles que realmente se ayudan en Suiza,1850,1,8.17,1,informational,Local rules in Geneva,Vida local: Ginebra (normas y multas)
211,"sep 05, 2025 7:45:02 am",EspaÑoles en Ginebra,1215,1,6.05,1,informational,Swiss institutions; Housing; Cost of living; Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
212,"sep 05, 2025 6:50:57 pm",EspaÑoles en Ginebra,669,1,4.23,1,informational,Local rules in Geneva,Vida local: Ginebra (normas y multas)
213,"sep 06, 2025 7:17:50 am",Españoles que realmente se ayudan en Suiza,1752,1,7.84,1,informational,Housing; Swiss politics; Community life,Vivienda: alquiler y contratos
214,"sep 06, 2025 7:55:01 am",EspaÑoles en Ginebra,1202,1,6.01,1,informational,Swiss institutions; Housing; Cost of living; Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
215,"sep 06, 2025 5:16:02 pm",EspaÑoles en Ginebra,586,1,3.95,1,informational,Housing; Local rules in Geneva,Vida local: Ginebra (normas y multas)
216,"sep 07, 2025 7:29:36 am",Españoles que realmente se ayudan en Suiza,1635,1,7.45,1,informational,Working in Switzerland,"Trabajo: empleo, contratos y derechos"
217,"sep 07, 2025 8:10:00 am",EspaÑoles en Ginebra,1216,1,6.05,1,informational,Swiss institutions; Housing; Cost of living; Local rules in Geneva; Community life; Events and culture,Vida local: Ginebra (normas y multas)
218,"sep 07, 2025 1:55:01 pm",Españoles que realmente se ayudan en Suiza,1492,1,6.97,1,informational,Fraud alerts,Alertas: fraudes y estafas
219,"sep 07, 2025 5:44:56 pm",EspaÑoles en Ginebra,2108,1,9.03,1,informational,Working in Switzerland; Cost of living; Health system; Community life,Salud: LAMal y sistema sanitario
220,"sep 08, 2025 7:35:01 am",EspaÑoles en Ginebra,1221,1,6.07,1,informational,Swiss institutions; Immigration and permits; Housing; Cost of living; Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
221,"sep 08, 2025 12:40:26 pm",Españoles que realmente se ayudan en Suiza,2184,1,9.28,1,informational,Swiss institutions; Health system; Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
222,"sep 08, 2025 5:10:01 pm",EspaÑoles en Ginebra,1394,1,6.65,1,informational,Events and culture,Vida local: eventos y cultura
223,"sep 09, 2025 12:11:01 am",EspaÑoles en Ginebra,63,1,0.21,0,short-link,Community life,Comunidad: vida del grupo
224,"sep 09, 2025 7:20:01 am",EspaÑoles en Ginebra,1203,1,6.01,1,informational,Swiss institutions; Immigration and permits; Working in Switzerland; Housing; Cost of living; Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
225,"sep 09, 2025 12:42:21 pm",Españoles que realmente se ayudan en Suiza,1286,0,6.29,1,informational,Health system; Community life,Salud: LAMal y sistema sanitario
226,"sep 09, 2025 1:38:03 pm",Españoles que realmente se ayudan en Suiza,48,0,0.16,0,low-density,(unclassified),Miscelánea (Españoles que realmente se ayudan en Suiza)
227,"sep 09, 2025 5:50:01 pm",EspaÑoles en Ginebra,1031,1,5.44,1,informational,Local rules in Geneva,Vida local: Ginebra (normas y multas)
228,"sep 09, 2025 6:09:06 pm",Españoles que realmente se ayudan en Suiza,2112,1,9.04,1,informational,Working in Switzerland; Swiss politics; Community life; Events and culture,"Trabajo: empleo, contratos y derechos"
229,"sep 10, 2025 7:25:02 am",EspaÑoles en Ginebra,1355,1,6.52,1,informational,Swiss institutions; Housing; Cost of living; Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
230,"sep 10, 2025 8:35:04 am",Españoles que realmente se ayudan en Suiza,3690,1,14.30,1,informational,Swiss institutions; Working in Switzerland; Housing; Health system,Salud: LAMal y sistema sanitario
231,"sep 10, 2025 4:55:02 pm",EspaÑoles en Ginebra,890,1,4.97,1,informational,Working in Switzerland; Health system; Local rules in Geneva,Vida local: Ginebra (normas y multas)
232,"sep 10, 2025 5:50:02 pm",Españoles que realmente se ayudan en Suiza,1546,1,7.15,1,informational,Working in Switzerland,"Trabajo: empleo, contratos y derechos"
233,"sep 11, 2025 7:01:16 am",Españoles que realmente se ayudan en Suiza,3232,1,12.77,1,informational,Swiss institutions; Housing; Local rules in Geneva,Vida local: Ginebra (normas y multas)
234,"sep 11, 2025 7:25:02 am",EspaÑoles en Ginebra,1314,1,6.38,1,informational,Swiss institutions; Housing; Cost of living; Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
235,"sep 11, 2025 1:46:35 pm",EspaÑoles en Ginebra,43,0,0.14,0,low-density,Local rules in Geneva,Vida local: Ginebra (normas y multas)
236,"sep 11, 2025 1:46:40 pm",Españoles que realmente se ayudan en Suiza,43,0,0.14,0,low-density,Local rules in Geneva,Vida local: Ginebra (normas y multas)
237,"sep 11, 2025 6:05:01 pm",EspaÑoles en Ginebra,1073,1,5.58,1,informational,Local rules in Geneva,Vida local: Ginebra (normas y multas)
238,"sep 11, 2025 6:55:02 pm",Españoles que realmente se ayudan en Suiza,3048,1,12.16,1,informational,Swiss institutions; Immigration and permits; Working in Switzerland; Housing,Trámites: permisos y residencia
239,"sep 12, 2025 7:20:01 am",EspaÑoles en Ginebra,1219,1,6.06,1,informational,Swiss institutions; Housing; Cost of living; Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
240,"sep 12, 2025 7:50:28 am",Españoles que realmente se ayudan en Suiza,1786,1,7.95,1,informational,Working in Switzerland; Housing; Local rules in Geneva,Vida local: Ginebra (normas y multas)
241,"sep 12, 2025 6:15:01 pm",EspaÑoles en Ginebra,1262,1,6.21,1,informational,Swiss institutions; Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
242,"sep 13, 2025 7:45:02 am",EspaÑoles en Ginebra,1104,1,5.68,1,informational,Swiss institutions; Housing; Cost of living; Community life,Vivienda: alquiler y contratos
243,"sep 13, 2025 9:12:36 am",Españoles que realmente se ayudan en Suiza,865,1,4.88,1,informational,Immigration and permits; Local rules in Geneva,Vida local: Ginebra (normas y multas)
244,"sep 13, 2025 10:30:53 am",EspaÑoles en Ginebra,92,1,2.31,0,low-density,(unclassified),Miscelánea (EspaÑoles en Ginebra)
245,"sep 13, 2025 3:13:34 pm",Españoles que realmente se ayudan en Suiza,1746,1,7.82,1,informational,Local rules in Geneva,Vida local: Ginebra (normas y multas)
246,"sep 13, 2025 5:37:58 pm",EspaÑoles en Ginebra,1931,1,8.44,1,informational,Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
247,"sep 13, 2025 6:19:38 pm",Españoles que realmente se ayudan en Suiza,1826,1,8.09,1,informational,Swiss politics; Events and culture,Sistema suizo: política y democracia directa
248,"sep 14, 2025 7:42:44 am",EspaÑoles en Ginebra,1265,1,6.22,1,informational,Swiss institutions; Housing; Cost of living; Health system; Local rules in Geneva,Vida local: Ginebra (normas y multas)
249,"sep 14, 2025 8:33:26 am",Españoles que realmente se ayudan en Suiza,1709,1,7.70,1,informational,Housing; Health system; Local rules in Geneva,Vida local: Ginebra (normas y multas)
250,"sep 14, 2025 12:19:47 pm",Españoles que realmente se ayudan en Suiza,1527,1,7.09,1,informational,Working in Switzerland; Housing; Health system; Community life,Salud: LAMal y sistema sanitario
251,"sep 14, 2025 6:03:58 pm",EspaÑoles en Ginebra,1093,1,5.64,1,informational,Local rules in Geneva,Vida local: Ginebra (normas y multas)
252,"sep 15, 2025 8:43:41 am",EspaÑoles en Ginebra,1198,1,5.99,1,informational,Swiss institutions; Housing; Cost of living; Local rules in Geneva; Community life; Events and culture,Vida local: Ginebra (normas y multas)
253,"sep 15, 2025 6:22:15 pm",EspaÑoles en Ginebra,778,1,4.59,1,informational,Local rules in Geneva,Vida local: Ginebra (normas y multas)
254,"sep 15, 2025 8:26:17 pm",Españoles que realmente se ayudan en Suiza,2051,1,8.84,1,informational,Swiss politics,Sistema suizo: política y democracia directa
255,"sep 15, 2025 9:52:36 pm",Españoles que realmente se ayudan en Suiza,292,0,2.97,0,low-density,Community life,Comunidad: vida del grupo
256,"sep 16, 2025 7:45:50 am",EspaÑoles en Ginebra,1197,1,5.99,1,informational,Swiss institutions; Housing; Cost of living; Local rules in Geneva; Community life; Events and culture,Vida local: Ginebra (normas y multas)
257,"sep 16, 2025 7:57:43 am",Españoles que realmente se ayudan en Suiza,983,1,5.28,1,informational,Swiss institutions; Working in Switzerland; Local rules in Geneva,Vida local: Ginebra (normas y multas)
258,"sep 16, 2025 3:02:33 pm",Españoles que realmente se ayudan en Suiza,1640,1,7.47,1,informational,Swiss institutions; Housing; Cost of living; Local rules in Geneva,Vida local: Ginebra (normas y multas)
259,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
260,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
261,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
262,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
263,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
264,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
265,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
266,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
267,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
268,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
269,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
270,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
271,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
272,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
273,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
274,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
275,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
276,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
277,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
278,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
279,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
280,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
281,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
282,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
283,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
284,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
285,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
286,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
287,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
288,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
289,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
290,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
291,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
292,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
293,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
294,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
295,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
296,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
297,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
298,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
299,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
300,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
301,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
302,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
303,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,1857,1,8.19,1,informational,Local rules in Geneva,Vida local: Ginebra (normas y multas)
304,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
305,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
306,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
307,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
308,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
309,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
310,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
311,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
312,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
313,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
314,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
315,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
316,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
317,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
318,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
319,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
320,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
321,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
322,"sep 16, 2025 5:20:48 pm",EspaÑoles en Ginebra,0,1,0.00,0,empty,(unclassified),Miscelánea (EspaÑoles en Ginebra)
323,"sep 17, 2025 8:06:22 am",Españoles que realmente se ayudan en Suiza,1005,1,5.35,1,informational,Working in Switzerland,"Trabajo: empleo, contratos y derechos"
324,"sep 17, 2025 9:12:27 am",EspaÑoles en Ginebra,1059,1,5.53,1,informational,Housing; Cost of living; Local rules in Geneva; Community life; Events and culture,Vida local: Ginebra (normas y multas)
325,"sep 17, 2025 10:54:46 am",EspaÑoles en Ginebra,55,1,0.18,0,low-density,(unclassified),Miscelánea (EspaÑoles en Ginebra)
326,"sep 17, 2025 5:45:33 pm",Españoles que realmente se ayudan en Suiza,3295,1,12.98,1,informational,Immigration and permits; Working in Switzerland; Housing; Local rules in Geneva,Vida local: Ginebra (normas y multas)
327,"sep 17, 2025 7:06:50 pm",EspaÑoles en Ginebra,1334,1,6.45,1,informational,Cost of living; Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
328,"sep 18, 2025 7:53:36 am",Españoles que realmente se ayudan en Suiza,1088,1,5.63,1,informational,Local rules in Geneva,Vida local: Ginebra (normas y multas)
329,"sep 18, 2025 8:36:30 am",EspaÑoles en Ginebra,1203,1,6.01,1,informational,Housing; Cost of living; Health system; Local rules in Geneva,Vida local: Ginebra (normas y multas)
330,"sep 18, 2025 5:11:00 pm",Españoles que realmente se ayudan en Suiza,49,1,0.16,0,low-density,(unclassified),Miscelánea (Españoles que realmente se ayudan en Suiza)
331,"sep 18, 2025 5:43:00 pm",Españoles que realmente se ayudan en Suiza,1233,1,6.11,1,informational,(unclassified),Miscelánea (Españoles que realmente se ayudan en Suiza)
332,"sep 19, 2025 8:20:01 am",Españoles que realmente se ayudan en Suiza,1555,1,7.18,1,informational,Immigration and permits; Working in Switzerland; Cost of living; Swiss politics,Trámites: permisos y residencia
333,"sep 19, 2025 10:34:21 am",EspaÑoles en Ginebra,1021,1,5.40,1,informational,Swiss institutions; Housing; Cost of living; Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
334,"sep 19, 2025 2:35:30 pm",Españoles que realmente se ayudan en Suiza,113,1,0.38,0,short-link,Community life,Comunidad: vida del grupo
335,"sep 20, 2025 11:21:08 am",EspaÑoles en Ginebra,1088,1,5.63,1,informational,Swiss institutions; Housing; Cost of living; Local rules in Geneva,Vida local: Ginebra (normas y multas)
336,"sep 20, 2025 12:20:25 pm",Españoles que realmente se ayudan en Suiza,1307,1,6.36,1,informational,(unclassified),Miscelánea (Españoles que realmente se ayudan en Suiza)
337,"sep 20, 2025 4:25:03 pm",EspaÑoles en Ginebra,974,1,5.25,1,informational,Health system; Local rules in Geneva,Vida local: Ginebra (normas y multas)
338,"sep 20, 2025 8:37:55 pm",Españoles que realmente se ayudan en Suiza,1362,1,6.54,1,informational,Swiss politics; Local rules in Geneva; Community life; Events and culture,Vida local: Ginebra (normas y multas)
339,"sep 21, 2025 8:14:59 am",Españoles que realmente se ayudan en Suiza,102,0,0.34,0,low-density,(unclassified),Miscelánea (Españoles que realmente se ayudan en Suiza)
340,"sep 21, 2025 8:30:11 am",Españoles que realmente se ayudan en Suiza,1349,1,6.50,1,informational,Swiss institutions; Working in Switzerland; Swiss politics; Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
341,"sep 21, 2025 8:50:01 am",EspaÑoles en Ginebra,1311,1,6.37,1,informational,Swiss institutions; Working in Switzerland; Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
342,"sep 21, 2025 12:30:02 pm",Españoles que realmente se ayudan en Suiza,42,0,0.14,0,low-density,(unclassified),Miscelánea (Españoles que realmente se ayudan en Suiza)
343,"sep 21, 2025 12:30:03 pm",EspaÑoles en Ginebra,42,0,0.14,0,low-density,(unclassified),Miscelánea (EspaÑoles en Ginebra)
344,"sep 21, 2025 7:40:01 pm",EspaÑoles en Ginebra,1349,1,6.50,1,informational,Swiss institutions; Working in Switzerland; Swiss politics; Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
345,"sep 21, 2025 8:05:01 pm",Españoles que realmente se ayudan en Suiza,1450,1,6.83,1,informational,Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
346,"sep 22, 2025 7:25:01 am",EspaÑoles en Ginebra,1175,1,5.92,1,informational,Swiss institutions; Housing; Cost of living; Local rules in Geneva,Vida local: Ginebra (normas y multas)
